DEL,DEL,konto,resultat,DEL
#RES,0,3031,-6337427.36
#RES,0,3034,0
#RES,0,3035,-1424359.73
#RES,0,3036,189989.12
#RES,0,3041,15480
#RES,0,3046,0
#RES,0,3051,-3196924.83
#RES,0,3054,0
#RES,0,3055,-720975.01
#RES,0,3056,63534.46
#RES,0,3520,-96573.62
#RES,0,3521,-102.94
#RES,0,3720,887929.39
#RES,0,3725,2653.5
#RES,0,3731,40933.96
#RES,0,3740,-62609.41
#RES,0,3900,-265
#RES,0,3960,-53804.74
#RES,0,3988,-240903
#RES,0,4010,-218233.5
#RES,0,4035,407356.66
#RES,0,4036,146714.72
#RES,0,4051,3604829
#RES,0,4052,-3604829
#RES,0,4059,4167718.41
#RES,0,4600,18254.25
#RES,0,4795,0
#RES,0,4900,-611151.42
#RES,0,5010,134973
#RES,0,5410,24927.4
#RES,0,5420,298892.58
#RES,0,5460,13263.19
#RES,0,5611,5286.05
#RES,0,5612,4271
#RES,0,5613,1788
#RES,0,5615,62878
#RES,0,5616,12161.31
#RES,0,5710,1001335.65
#RES,0,5720,105024.34
#RES,0,5800,98083.62
#RES,0,5900,2114552.74
#RES,0,5990,25200
#RES,0,6050,27660.5
#RES,0,6062,1365
#RES,0,6064,275802.01
#RES,0,6071,6923.2
#RES,0,6072,36943.12
#RES,0,6210,31522.39
#RES,0,6250,480
#RES,0,6310,27753.68
#RES,0,6351,-284904.58
#RES,0,6420,51436
#RES,0,6530,236790.5
#RES,0,6540,53642.11
#RES,0,6550,488746.72
#RES,0,6570,17915.28
#RES,0,6590,13912.1
#RES,0,6981,1694
#RES,0,6982,15204.75
#RES,0,6991,11605.74
#RES,0,6992,5635
#RES,0,7210,1230362
#RES,0,7285,25653
#RES,0,7290,26866.06
#RES,0,7321,3648
#RES,0,7385,-1444
#RES,0,7412,66934
#RES,0,7510,395618.89
#RES,0,7519,8441.31
#RES,0,7533,16238.21
#RES,0,7621,4236
#RES,0,7690,-33993.89
#RES,0,7810,48000
#RES,0,7811,200254.09
#RES,0,7832,3615.79
#RES,0,7960,328647.97
#RES,0,8072,165801.66
#RES,0,8310,-358.85
#RES,0,8319,-54
#RES,0,8413,244727.7
#RES,0,8422,4771.85
#RES,0,8423,2513
#RES,0,8999,-640477.1
#RES,-1,3031,-3600965.31
#RES,-1,3034,71127
#RES,-1,3035,-277480.02
#RES,-1,3036,0
#RES,-1,3041,-388300
#RES,-1,3051,-4509824.24
#RES,-1,3054,-160799.95
#RES,-1,3055,-2068111.39
#RES,-1,3056,-228331.24
#RES,-1,3058,-6641.52
#RES,-1,3520,-28614.91
#RES,-1,3523,-422.79
#RES,-1,3720,327742.59
#RES,-1,3721,-198
#RES,-1,3740,251321.78
#RES,-1,3900,-8591.58
#RES,-1,3960,-421704.29
#RES,-1,3980,0
#RES,-1,3988,-185706
#RES,-1,4010,-2427544.49
#RES,-1,4031,54059.5
#RES,-1,4035,336916.42
#RES,-1,4036,464061.72
#RES,-1,4051,3669965
#RES,-1,4052,-3669965
#RES,-1,4059,3657705.82
#RES,-1,4600,41345.23
#RES,-1,4795,251161.21
#RES,-1,4900,1688316.64
#RES,-1,5010,163250
#RES,-1,5410,23485.37
#RES,-1,5420,274619.65
#RES,-1,5460,38120.98
#RES,-1,5611,1660.06
#RES,-1,5612,2543
#RES,-1,5613,12783.47
#RES,-1,5615,65576.96
#RES,-1,5616,4247
#RES,-1,5710,1271983.91
#RES,-1,5720,109040.91
#RES,-1,5800,16175.06
#RES,-1,5900,282825.7
#RES,-1,5910,19721.66
#RES,-1,5930,6029
#RES,-1,5961,184116
#RES,-1,5990,1446239.03
#RES,-1,6061,4400
#RES,-1,6062,38748
#RES,-1,6064,134792.18
#RES,-1,6071,0
#RES,-1,6072,35783.37
#RES,-1,6210,9454.23
#RES,-1,6212,28098.26
#RES,-1,6250,497
#RES,-1,6310,52159.67
#RES,-1,6350,6156
#RES,-1,6351,57365.13
#RES,-1,6420,86506.25
#RES,-1,6530,256471.79
#RES,-1,6540,116198.3
#RES,-1,6550,426392.78
#RES,-1,6570,22377.2
#RES,-1,6590,22291.23
#RES,-1,6800,16692.21
#RES,-1,6980,0
#RES,-1,6991,25244.23
#RES,-1,6992,7410
#RES,-1,7210,1305465.68
#RES,-1,7285,300373.78
#RES,-1,7290,-272104.58
#RES,-1,7310,6500
#RES,-1,7321,3984
#RES,-1,7322,0
#RES,-1,7338,0
#RES,-1,7412,31330
#RES,-1,7510,431868
#RES,-1,7519,-85495.26
#RES,-1,7533,7600.66
#RES,-1,7580,220
#RES,-1,7610,1025
#RES,-1,7621,11037.74
#RES,-1,7690,-6302
#RES,-1,7810,48000
#RES,-1,7811,200254.09
#RES,-1,7815,27780.06
#RES,-1,7832,13180.97
#RES,-1,7960,216092.78
#RES,-1,8310,-309
#RES,-1,8413,256347.58
#RES,-1,8422,3273.1
#RES,-1,8423,114
#RES,-1,8430,0.35
#RES,-1,8819,-105954
#RES,-1,8999,-494260.72
